Title,Company,Location,Salary,Job Type,Description,Date Posted,Latitude,Longitude
office manager,Nain Hotel Ltd.,"Nain, NL",24.04,"Full-time
+1","Review, evaluate and implement new administrative procedures. Oversee and co-ordinate office administrative procedures. Delegate work to office support staff.  ",30.0,56.54340345,-61.69283301586507
Retail Sales Associate,Wandebo Adey Groups,"St. John's, NL",15.0,Full-time,"Accept cash, credit card or automatic debit payment. Greet customers and discuss type, quality and quantity of item or product sought for purchase.  ",4.0,47.5614705,-52.7126162
Cook,"Boston Pizza International, Inc.","St. John's, NL",,,"Management Training Programs, Leadership Development conferences and access to dynamic mentorship programs and initiatives.   ",30.0,47.5614705,-52.7126162
Information Analyst and Assistant Board Secretary,Board of Commissioners of Public Utilities,"St. John's, NL",60.0,Full-time,"Develop, implement, update, administer and monitor information management programs, protection policies and procedures for the Board which ensures the creation,…",4.0,47.5614705,-52.7126162
cashier,Kariss Enterprises Limited,"Mount Pearl, NL",15.0,"Full-time
+1","Process money, cheques and credit/debit card payments. Verify the age of customers when selling lottery tickets, alcohol or tobacco products.  ",30.0,47.5239607,-52.811664
dishwasher,CBS FOODS LTD,"Conception Bay South, NL",15.0,"Full-time
+1","Clean and sanitize items such as dishwasher mats, carts and waste disposal units. Operate dishwashers to wash dishes, glassware and flatware.  ",5.0,47.50674745,-52.9905179737796
building maintenance worker,EL J Holding Inc.,"St. John's, NL",20.0,"Full-time
+1","Wash windows, interior walls and ceilings. Perform other routine maintenance jobs such as painting and drywall repair. Hours: 40 hours per week.  ",15.0,47.5614705,-52.7126162
Project Manager,Locke's Electrical Limited,"Mount Pearl, NL",70.0,Full-time,"Prepare and update project schedules and monitor progress from original estimates, plans and specifications. Team player and ability to work with diverse groups…  ",4.0,47.5239607,-52.811664
office manager,East Coast Hydraulics (NFLD) Ltd,"Mount Pearl, NL",50.0,"Full-time
+1","Education: College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years. Experience: 5 years or more.  ",2.0,47.5239607,-52.811664
Pharmacy Assistant II (PT),Lawtons,"Mount Pearl, NL",,Part-time,"Preferred: Undergraduate degree, Pharmacy Technology Certificate or other Pharmacy Recognized program. Receive in-person and telephone refill requests and…   ",4.0,47.5239607,-52.811664
Student Assistant - Temporary h/d,Newfoundland & Labrador English School District,"Conception Bay South, NL",24.06,,Experience working with children either in a work or volunteer capacity. The role of a student assistant is student specific and will vary from school to school…   ,4.0,47.50674745,-52.9905179737796
Project Administrator,rcs Construction,"St. John's, NL",,Full-time,Certificate in Administrative program and/or equivalent experience. Be the driving force behind close-out documents. Review and distribute meeting minutes.   ,24.0,47.5614705,-52.7126162
Siding Installer,A & M Construction,"St. John's, NL",19.0,Full-time,"Work outside, all year long. Pay rate will be based on experience, and can increase accordingly. Seeking mature, reliable individuals with EXPERIENCE installing…  ",30.0,47.5614705,-52.7126162
Inside Sales/Customer Service,Hercules SLR,"Mount Pearl, NL",18.0,Part-time,"Client service via telephone, in-person and electronic communications. Please note: Successful candidates will be required to pass a criminal background check;…   ",24.0,47.5239607,-52.811664
Supervisor (Part Time) - CR1127,Carter's,"St. John's, NL",,Part-time,Processing customer sale transactions and accurately following cash handling procedures * Assisting customers with returns and exchanges of merchandise.   ,1.0,47.5614705,-52.7126162
Investment Analyst,Provident10,"St. John's, NL",77.0,Full-time,"Completion of a graduate degree in a Finance-related field, and/or advancement in a professional program such as the Chartered Professional Accountant program…   ",30.0,47.5614705,-52.7126162
Armed guard,GardaWorld,"St. John's, NL",19.38,Casual,Own a valid driver's license (Level 5) with a maximum loss of 6 demerit points. Possess the restricted and non-restricted Federal Firearms License (Possession…   ,30.0,47.5614705,-52.7126162
Floor Sales Associate,Coastal Marine and Recreation,"Mount Pearl, NL",,Full-time,"Answering customer calls promptly, operating the register when needed, meeting customer needs by assisting them whenever possible.  ",15.0,47.5239607,-52.811664
Participant Support Services Facilitator,Murphy Centre,"St. John's, NL",61.0,"Temporary
+1","Certification / credentialing in areas of counselling and / or career development would be an asset. Degree (s) in counselling, social work, psychology or…  ",18.0,47.5614705,-52.7126162
Floor Sales Associate,Coastal Marine and Recreation,"Mount Pearl, NL",,Full-time,"Answering customer calls promptly, operating the register when needed, meeting customer needs by assisting them whenever possible.  ",15.0,47.5239607,-52.811664
Driller,Parker Wellbore,"St. John's, NL",,Full-time,"Founded in 1934, Parker Wellbore helps customers manage their costs and mitigate their risks, to achieve their operational goals in a safe and efficient manner.   ",10.0,47.5614705,-52.7126162
Seasonal Snow Plow Operator,Steele Honda,"St. John's, NL",,Part-time,"Valid license to operate the loader, and a clean driver's abstract. Effectively and efficiently ensure the vehicle lots are safe for employees and clients.   ",16.0,47.5614705,-52.7126162
Safety and Risk II - IOC CAMP,Aramark,"Labrador City, NL",,,"Must hold proper license based on state/local regulations. At Aramark, developing new skills and doing what it takes to get the job done make a positive impact…   ",30.0,52.9422944,-66.9177291
Truck Driver,Steve@mowgo.ca,"St. John's, NL",1.0,Full-time,At least 40 hours a week maybe more. Must have Air Brakes endorsement. Driver responsible for delivering milk and ice cream to local stores.  ,30.0,47.5614705,-52.7126162
guest service representative - hotel,Best Western Plus St John’s Airport Hotel & Suites,"St. John's, NL",15.75,"Full-time
+1","Answer telephone and relay telephone calls and messages. Balance cash and complete balance sheets, cash reports and related forms. Are you currently a student?   ",30.0,47.5614705,-52.7126162
Uncertified Personal Care Assistant (Full Time),Revera Inc.,"St. John's, NL",,Full-time,Working towards completing Personal Support Worker program (or provincial equivalent certificate program) or any other healthcare program nice to have;   ,30.0,47.5614705,-52.7126162
Agent de bord,PROVINCIAL AEROSPACE LTD,"St. John's, NL",1.0,Full-time,"Si vous aimez travailler dans un milieu dynamique, que vous aimez voyager, que vous aimez rencontrer des gens et que vous êtes responsable et fier de ce que…   ",5.0,47.5614705,-52.7126162
"Coordinator, Sport & Venues",2025 Canada Games,"Hybrid remote in St. John's, NL",1.0,Full-time,"John’s, le coordonnateur, Sports et sites collaborera étroitement avec le gestionnaire, Sites et le gestionnaire, Sports pour entretenir des partenariats…  ",10.0,47.5614705,-52.7126162
Sales Support Associate,Chandler,"Mount Pearl, NL",,Full-time,"Answer customer calls, direct customer inquiries. Order entry, along with general customer inquiries. Create Purchase orders, & process merchandise returns.   ",30.0,47.5239607,-52.811664
Commercial Cleaner,Bear Cleaners,"St. John's, NL",15.25,"Full-time
+2","5 years of driving experience with a Newfoundland driver's license, and no accidents in the past 5 years qualifies you to drive our company vehicles.  ",5.0,47.5614705,-52.7126162
"Coordinator, Volunteer Services",2025 Canada Games,"Hybrid remote in St. John's, NL",1.0,Full-time,"Le coordonnateur ou la coordonnatrice, services aux bénévoles travaillera en collaboration pour élaborer des stratégies et offrir des services touchant à l…  ",10.0,47.5614705,-52.7126162
Little Burgundy Sales Associate,Little Burgundy,"St. John's, NL",,Part-time,"Une égalité d’accès à l’emploi est fournie à tous / toutes les employé(e)s et candidat(e)s, sans égard à la race, la couleur, le sexe, la religion, l’origine…   ",30.0,47.5614705,-52.7126162
Assistant Store Manager,Mushuau Innu General Store,"Natuashish, NL",,Full-time,Assist in the implementation of strategic or annual plans for the store and hotel to meet defined expectations. Program and Service Delivery Management*.,4.0,55.9191523,-61.1117056
Environmental Health and Safety Specialist,Komatsu Mining,"Remote in Wabush, NL",,Full-time,"Reporting to the Senior EHS Manager - Canada, the EHS Specialist is responsible for the development, delivery, and oversight of Komatsu's Environment, Health…   ",30.0,52.8999927,-66.8701732
Crew Member - Full Time,Paradise DQ,"Paradise, NL",15.0,"Full-time
+1","Servesafe certification and prior experience in the food industry considered an asset. From a friendly greeting as they enter, to getting their order right, to…  ",2.0,47.5255933,-52.8724145
Quality Assurance Technician,Atlantic Cultivation,"St. John's, NL",18.0,Fixed term contract,Review and inspect incoming materials. Diploma/Certificate/Degree from a recognized educational institution with a preferred background in Biological Sciences…   ,10.0,47.5614705,-52.7126162
Database Administrator,BrokerLink,"St. John's, NL",,Full-time,Establishes access to existing non-BrokerLink systems. University Degree or College Diploma in related discipline or applicable professional experience.   ,30.0,47.5614705,-52.7126162
Sales & Leasing Consultant,CAPITAL HYUNDAI,"St. John's, NL",1.0,Full-time,"Generates buyers by effectively using social media platforms, maintaining rapport with previous customers, suggesting trade-ins, responding to online inquiries,…  ",4.0,47.5614705,-52.7126162
Learning Specialist II,TELUS,"St. John's, NL",,Full-time,Must hold valid driver’s license. Collaborating with stakeholders and business partners to develop learning solutions that align the businesses needs with…   ,30.0,47.5614705,-52.7126162
Account Executive,Newfoundland Growlers,"Hybrid remote in St. John's, NL",35.0,Full-time,"This is achieved with a proactive work ethic through networking and establishing relationships, prospecting, attending events, providing world class service,…  ",19.0,47.5614705,-52.7126162
stock clerk - retail,D.J. Gift Shop Ltd.,"Hopedale, NL",15.2,"Full-time
+1","Unpack products received by store and count, weigh or sort items. Bag, box or parcel purchases for customers, for shipment or delivery. Up to 23 kg (50 lbs).  ",30.0,55.4578143,-60.21055156711604
"clerk, front desk - hotel",Nain Hotel Ltd.,"Nain, NL",14.5,"Full-time
+1","Answer telephone and relay telephone calls and messages. Take, cancel and change room reservations. Experience: 7 months to less than 1 year.  ",30.0,56.54340345,-61.69283301586507
Friendly Visitor - St. Clare's,NL Health Services,"St. John's, NL",,Full-time,Friendly visiting volunteers should have effective and courteous verbal and non-verbal communication skills; be self-motivated and have a willingness and…  ,30.0,47.5614705,-52.7126162
Cabinet Maker,Refresh Contracting and Cabinetry Ltd,"Mount Pearl, NL",18.0,Full-time,The successful candidate must have experience in a residential and/or commercial environment. Candidates must have 3+ years’ experience working in a cabinet…  ,5.0,47.5239607,-52.811664
Computational Biologist,Sequence Bio,"Remote in St. John's, NL",,Full-time,"Benefits: Flexible and generous PTO policy, progressive health and wellness benefits plan, RRSP contribution matching benefit, competitive stock option plan,…  ",17.0,47.5614705,-52.7126162
Terminal Maintenance “A”,Newfoundland and Labrador Hydro,"Hybrid remote in Whitbourne, NL",,Permanent,You shall have a thorough knowledge of all regulations and safety rules and must possess an appropriate valid driver's license (class 3 with air brake…   ,18.0,47.4162246,-53.5269386
Information Analyst and Assistant Board Secretary,Board of Commissioners of Public Utilities,"St. John's, NL",60.0,Full-time,"Develop, implement, update, administer and monitor information management programs, protection policies and procedures for the Board which ensures the creation,…",4.0,47.5614705,-52.7126162
janitor,Proper Care Services Inc,"Labrador City, NL",18.0,"Full-time
+1","Move heavy furniture, equipment and supplies. School or educational institution/establishment. Sweep, mop, scrub and wax hallways, floors and stairs.  ",9.0,52.9422944,-66.9177291
Project Manager,Omega 365,"St. John's, NL",,,"A valid driver's license.  Identify and respond to issues, implement timely interventions or escalate as required to ensure project outcomes comply with…  ",3.0,47.5614705,-52.7126162
Supply Chain Manager,Atlantic Cultivation,"St. John's, NL",,Full-time,"Work collaboratively with operations, finance and quality teams to ensure that the supply chain supports the smooth running of daily operations and meets the…   ",30.0,47.5614705,-52.7126162
store manager - retail,Cohen's Home Furnishings (2010) Limited,"Bay Roberts, NL",1.0,Full-time,Experience: 1 year to less than 2 years. Hours: 80 hours bi-weekly.  ,23.0,47.575924,-53.2833409
Enseignant(e) contractuel(elle),Conseil scolaire francophone provincial de...,"Happy Valley-Goose Bay, NL",43.0,"Full-time
+1",Aptitude à travailler en équipe et à promouvoir la collaboration. Disposer de sa certification d’enseignant.e à Terre-Neuve-et-Labrador.  ,12.0,53.2964352,-60.3111895
Banquet Server/Bartender,Royal Canadian Legion Branch 56,"St. John's, NL",14.5,"Part-time
+2","Must be able to work days, nights, weekends and flexible hours. Job Types: Casual, Permanent, Part-time. Part-time hours: 5 - 40 per week.  ",30.0,47.5614705,-52.7126162
Red Seal Crane Operator,Integrated Logistics,Newfoundland and Labrador,1.0,Full-time,"Participate in Integrated Logistics flow to work program which sees workers move between tasks, equipment pieces and labour assignments throughout the shift and…",4.0,53.8217327,-61.2295532
Graduate Manager Program,Mowi Canada West,"Stephenville, NL",,Full-time,"Reporting to the Freshwater Production Director, Graduate recruits will work through a 75 week program that will expose them to every aspect of our business.  ",30.0,48.5452022,-58.5871146
"Project Engagement Lead, Toqlukuti’k Wind and Hydrogen",ABO Wind Canada,"St. John's, NL",,Full-time, ,30.0,47.5614705,-52.7126162
Housekeeper/Room Attendant,Best Western Plus St. John's Airport Hotel &...,"St. John's, NL",15.0,Full-time,"Clean and wipes windows, doors, walls, closets, and fixtures in rooms, public areas, and hallways. Inspect door and window lock to ensure they are in working…   ",4.0,47.5614705,-52.7126162
Housing Support Mentor,Choices For Youth,"St. John's, NL",1.0,Full-time,"Both the programming and the physical layout of the building promote a sense of community, while maintaining individual home spaces in a youth-friendly…   ",30.0,47.5614705,-52.7126162
Case Manager,WorkplaceNL,"Corner Brook, NL",,Full-time,"A vehicle and valid driver's license are conditions of employment. You will work with injured workers, their employers, and a team of professionals to provide…   ",30.0,48.95317,-57.947388
Home Manager with Brightisle,Brightisle,"Carbonear, NL",,Full-time,"Post-secondary education, and knowledge or experience working in the health care or social science industry and a satisfactory Record of Conduct, Vulnerable…  ",18.0,47.733123,-53.2366225
Project & Safety Coordinator,FIT Industrial,"St. John's, NL",50.0,"Full-time
+1","A degree or diploma in a related field (such as business administration, project management) or relevant experience. Track project expenses and prepare reports.  ",30.0,47.5614705,-52.7126162
Aerie - Brand Ambassador (Sales Associate) - Canada,American Eagle Outfitters,"St. John's, NL",,Part-time,"You're eager to introduce the AEO loyalty program and additional brand channels to guests. This applies to all AEO activities, including, but not limited to,…   ",30.0,47.5614705,-52.7126162
Invoicing Clerk,Omega 365,"St. John's, NL",1.0,Full-time,Actively use Company accounting software (Sage) for data entry. Post invoices from outside vendors and contractors. Resolve any billing errors that may occur.  ,9.0,47.5614705,-52.7126162
Sales Lead/Key Holder,Globo Shoes 4542 Avalon Mall,"St. John's, NL",2.0,Full-time,Maximizes personal and store sales by promoting brand initiatives and delivering a “customer-obsessed” omni-channel experience *Ensures the store is brand…  ,1.0,47.5614705,-52.7126162
Management Trainee,Enterprise Holdings,"St. John's, NL",52.0,Full-time,Must have a valid class 5 Canadian driver's license with no more than two chargeable moving violations or accidents within the last three years.,1.0,47.5614705,-52.7126162
Winter Porter - Janitorial,GDI Services (Canada) LP,"St. John's, NL",1.0,Full-time,"GDI Services (Canada) LP is committed to accommodating applicants with disabilities up to the point of undue hardship during the recruitment, assessment, and…   ",8.0,47.5614705,-52.7126162
Event & Custom Tour Planner,McCarthy's Party Ltd.,"St. John's, NL",25.0,Full-time,"A degree in Event Management, Hospitality, or a related field is a plus. Staffing: Recruit, manage, and supervise event staff, including vendors and temporary…  ",11.0,47.5614705,-52.7126162
"Job Coach for Person with Intellectual Disability (Fast Food, St. John's)",Visions Employment Plus Inc.,"St. John's, NL",16.05,Part-time,"Duties include working alongside individual providing support and motivation, and helping client complete their duties, which include keeping lobby clean and…  ",4.0,47.5614705,-52.7126162
Garden Centre Worker,Murray's landscape Services,"Portugal Cove-st Philips, NL",,,Assist cashiers with the cash - record and accurately perform all cash and transaction duties while keeping within policy guidelines.  ,30.0,47.62863595,-52.84708753731729
Business Diversity Officer,Association for New Canadians,"St. John's, NL",,Full-time,Valid class 5 driver's licence and access to a reliable vehicle is required. Presentations and Workshops – Prepare and deliver presentations and workshops to…   ,10.0,47.5614705,-52.7126162
dairy herdsperson,Glenview Farm,"St. John's, NL",17.48,"Full-time
+1",Education: Secondary (high) school graduation certificate. Operate and maintain farm machinery and equipment. Experience: 1 to less than 7 months.  ,13.0,47.5614705,-52.7126162
Part Time Sales Associate - (Store#1508 Ropewalk Lane),Pet Valu,"St. John's, NL",,Part-time,"All of our stores are dedicated to helping local pets in need, and we partner with local shelters, rescues and charities for adoption events, in-store adoption …   ",30.0,47.5614705,-52.7126162
Medical Receptionist,People Stuff,"St. John's, NL",20.0,Full-time,"Establish and manage various internal office administrative procedures, including document tracking, filing, and monthly reporting. What you will be doing:  ",9.0,47.5614705,-52.7126162
Real Time Energy Marketer,Newfoundland and Labrador Hydro,"Hybrid remote in St. John's, NL",,Full-time,"You have a bachelor's degree in a related field such as business, applied science, math, statistics, or economics. For more information, visit www.nlhydro.com.   ",19.0,47.5614705,-52.7126162
Heavy Equipment Operator,Town of Conception Bay South,"Conception Bay South, NL",30.29,"Full-time
+1",Graduate of a recognized educational program accredited by the province of Newfoundland and Labrador for equipment operation. Application deadline: 2023-11-29.   ,8.0,47.50674745,-52.9905179737796
Seasonal Sales Associate-Garage Clothing,Groupe Dynamite Inc.,"St. John's, NL",,Part-time,Employee referral program: be our best ambassador! Learning and development programs to grow and exploit full potential to succeed in your next step!   ,30.0,47.5614705,-52.7126162
Service Coordinator,Johnson Controls,"Mount Pearl, NL",,Full-time,"Measure branch activity and compliance with program initiatives, identify areas that require improvement and develop and implement action plans with branch…   ",29.0,47.5239607,-52.811664
Project Coordinator,2025 Canada Games,"Hybrid remote in St. John's, NL",1.0,Full-time,"Élaborer des rapports sur la planification fonctionnelle, et veiller à la transparence et à la rigueur vis-à-vis des dates limites et des objectifs.  ",10.0,47.5614705,-52.7126162
Diversity Coordinator,Association for New Canadians,"St. John's, NL",,Full-time,"Supporting colleagues in a variety of media, community, and government relations initiatives, as needed or required. Location: St. John’s, NL.   ",30.0,47.5614705,-52.7126162
Courier Driver,Harvey & Company LTD.,"St. John's, NL",16.0,Full-time,O You have a valid Class 5 or Class G driver’s licence with a safe driving record for at least 3 years (driver's abstract required).  ,4.0,47.5614705,-52.7126162
mechanical harvester and forwarder operator,COTTLE'S ISLAND LUMBER COMPANY LIMITED,"Grand Falls-Windsor, NL",1.0,Full-time,"Operate a variety of machines which perform a combination of slashing, bucking, chipping, sorting and loading logs or trees. Hours: 1 to 84 hours bi-weekly.  ",15.0,48.944151,-55.652618
Part-time Cleaner,Crombie REIT,"St. John's, NL",,Part-time,"Provide excellent customer service with strong communication, interpersonal and organizational skills to team members, tenants, and customers.   ",8.0,47.5614705,-52.7126162
housekeeping attendant,Nain Hotel Ltd.,"Nain, NL",16.5,"Full-time
+1","Vacuum carpeting, area rugs, draperies and upholstered furniture. Experience: 7 months to less than 1 year. Sweep, mop, wash and polish floors.  ",30.0,56.54340345,-61.69283301586507
school bus driver,EL J Holding Inc.,"St. John's, NL",18.0,"Full-time
+1","Perform pre-trip, en route and post-trip inspection and oversee all aspects of vehicle. Ensure children's safety when boarding and leaving buses and crossing…  ",15.0,47.5614705,-52.7126162
server - food and beverage services,TORBAY FUN FOODS LTD,"St. John's, NL",14.5,"Full-time
+1","Present bills to customers and accept payment in cash, credit or debit cards, travellers cheques or room billings. Address customers' complaints or concerns.  ",30.0,47.5614705,-52.7126162
Van/Truck Courier Driver,Millennium Express,"Paradise, NL",19.5,Full-time,Must have a valid NL license. Must have a clean driving abstract. Air Brake endorsement and experience driving standard a must.  ,29.0,47.5255933,-52.8724145
Communications and Community Relations Specialist,Newfoundland Power Inc.,"St. John's, NL",,Full-time,"You must demonstrate a thorough working knowledge of social media, videography, graphic design, and web/social media content management and reporting tools as…   ",23.0,47.5614705,-52.7126162
shipper-receiver,PROMINENT TRANSPORTATION INC,"Bishop's Falls, NL",22.25,"Full-time
+2","Prepare bills of lading, invoices and other shipping documents. Pay and receive payments for goods. Affix identifying information and shipping instructions on…  ",30.0,49.0153243,-55.501981587456825
Assistant Store Manager,Mushuau Innu General Store,"Natuashish, NL",,Full-time,Assist in the implementation of strategic or annual plans for the store and hotel to meet defined expectations. Program and Service Delivery Management*.,4.0,55.9191523,-61.1117056
construction helper,Emmanuel Construction Services Ltd.,"Glovertown, NL",15.0,"Full-time
+1",Level earth to fine grade specifications. Tend or feed machines or equipment used in construction. Experience: 1 year to less than 2 years.  ,12.0,48.6740048,-54.0341421
Palliative Care Volunteer,NL Health Services,"St. John's, NL",,Full-time,"All volunteers must attend these sessions prior to beginning their volunteer assignment. The Miller Centre is seeking volunteers, 18 years of age or older, to…  ",30.0,47.5614705,-52.7126162
Underground Operations Planner,Vale Canada,"Labrador City, NL",,Full-time,"Ensure that work plans are designed to safely operate without impact to employees, the business, the environment, the community and the regulators, while…   ",14.0,52.9422944,-66.9177291
Seasonal Sales Associate,Groupe Dynamite Inc.,"St. John's, NL",,Part-time,"You will participate in all the essential duties that contribute to the efficient and profitable operation of the store, while maintaining the brand and visual…   ",30.0,47.5614705,-52.7126162
Home Support Worker,TLC Nursing and Home Care Services Ltd.,"St. John's, NL",17.05,"Full-time
+1","Community Engagement: Accompany clients to medical appointments, social outings, and recreational activities, promoting their independence and engagement in the…  ",18.0,47.5614705,-52.7126162
Seasonal Sales Associate,Groupe Dynamite Inc.,"St. John's, NL",,Part-time,"You will participate in all the essential duties that contribute to the efficient and profitable operation of the store, while maintaining the brand and visual…   ",30.0,47.5614705,-52.7126162
Cook Helper,NL Health Services,"Forteau, NL",19.66,Part-time,""" Prepares regular meals for special diet patients; "" Experience in food preparation, preferably supplemented by an approved cooks training course;  ",16.0,51.46466335,-56.937714684831896
General Labourer,H&R Mechanical Supplies Ltd.,"St. John's, NL",18.0,Full-time,Work along side Oil Burner Technicians during the installations of oil furnace systems and oil tanks. A Valid Class 5 Drivers License.  ,5.0,47.5614705,-52.7126162
Editor-in-Chief,Downhome Publishing Inc.,"St. John's, NL",1.0,Full-time,"Contributing to social media and online properties. A degree/diploma in Journalism, Communications or similar. Editorial planning, short- and long-term.  ",4.0,47.5614705,-52.7126162
aquaculture worker,Cold Ocean Salmon Inc.,"Hermitage, NL",18.0,"Full-time
+1","Education: No degree, certificate or diploma. Cull, mark or tag stock and report stock irregularities. Repair nets, splice ropes and maintain fishing gear and…  ",30.0,52.3656522,4.9022137
Hydrographer - Marine,Fugro,"St. John's, NL",,Full-time,Possess the ability to obtain a valid passport for international travel. The Hydrographer is responsible for conducting Hydrographic surveys in accordance with…   ,30.0,47.5614705,-52.7126162
Physiotherapy Assistant,Lifemark Health Group,"St. John's, NL",,Full-time,"Answer telephone calls, greet patients and visitors upon arrival, and provide excellent customer service for all questions or concerns.   ",21.0,47.5614705,-52.7126162
Hatchery Technician,Mowi ASA,"Stephenville, NL",,Full-time,"In the Hatchery Technician role you will experience all the duties of a Hatchery Technician including, feeding, grading/counting or measuring fish, mortality…  ",30.0,48.5452022,-58.5871146
facility worker,Mazol Shrine Centre,"St. John's, NL",16.0,Full-time,"St. John's, NL A1E 2C5: reliably commute or plan to relocate before starting work (required). Setting up for meetings, banquet function, clean up of banquet…  ",30.0,47.5614705,-52.7126162
Crew Member,Lawn Plus Canada - St. John's,"St. John's, NL",16.0,Full-time,Maintain a clean and organized site and project. Drop off flyers and market door-to-door in neighbourhood around work site.  ,2.0,47.5614705,-52.7126162
Delivery Driver,Mathon Deliveries Ltd.,"Corner Brook, NL",170.0,"Full-time
+1",Valid driver's license with a clean driving record. Safely and efficiently operate a delivery vehicle to transport packages to customers.  ,7.0,48.95317,-57.947388
Heavy Equipment Operator,Town of Conception Bay South,"Conception Bay South, NL",30.29,"Full-time
+1","Graduate of a recognized educational program accredited by the province of Newfoundland and Labrador for equipment operation. Job Types: Full-time, Seasonal.   ",8.0,47.50674745,-52.9905179737796
Environmental Professional,Dovre Group,"Mount Pearl, NL",1.0,Full-time,"Must have a valid driver’s license. Involved in the planning, development and execution of Environmental Impact Assessments (EIAs)/Environmental Assessments …  ",10.0,47.5239607,-52.811664
Sales Manager,Hilton Garden Inn St. John's,"St. John's, NL",,Full-time,"Must be able to work a flexible schedule, hold a valid driver’s license and self-drive to client appointments. Executes sales trips to key market areas.  ",11.0,47.5614705,-52.7126162
housekeeping manager,Quin-Sea Fisheries,"Old Perlican, NL",750.0,Full-time,Respond to complaints of guests. Supervise maintenance and repair services. Co-ordinate maintenance and repair services. Supervise in-house laundry services.   ,2.0,48.0874982,-53.0028753
Travel Consultant,Maxxim Vacations,"St. John's, NL",,Full-time,We design trips that are a collection of cultural experiences unique to our region. Our local expertise allows us to recommend places and activities that are a…  ,4.0,47.5614705,-52.7126162
Commissioner of Oath/Deeds - Province of Newfoundland,FCT,Hybrid remote in Newfoundland and Labrador,,Part-time,"All recruitment, hiring, placements, transfers, promotions, training, compensation, benefits, discipline, and other terms and conditions of employment will be…   ",30.0,47.5614705,-52.7126162
"TEAM LEAD, DATA CENTRE SERVICES",Memorial University of Newfoundland,Newfoundland and Labrador,78.0,Permanent,"Being part of vibrant, diverse community at Memorial situated on a beautiful campus that offers walking trails, recreation facilities, food court, coffee shops,…   ",2.0,53.8217327,-61.2295532
Team Lead Day Shift,Kingsway Living,"St. John's, NL",,Full-time, ,30.0,47.5614705,-52.7126162
Business Development/Account Manager,Commissionaires,"St. John's, NL",,Full-time,"We are a sought-after employer and community partner. We can help you achieve your goals through challenging work, professional development, and career…   ",9.0,47.5614705,-52.7126162
Clinical Sleep Assistant,Air Liquide,"St. John's, NL",,Full-time,"At Air Liquide, we are committed to build a diverse and inclusive workplace that embraces the diversity of our employees, our customers, patients, community…   ",30.0,47.5614705,-52.7126162
"Manager, Emergency Response and Planning",St. John's International Airport Authority,"St. John's, NL",,Full-time,The Manager contributes technical insight and leadership expertise to the business planning process in the development and implementation of emergency response…  ,30.0,47.5614705,-52.7126162
Sir Thomas Roddick Hospital - Shift Lead,Paladin Security,"Stephenville, NL",21.85,Full-time,Any forms or information left by staff for filing or follow up and any other daily paperwork that must be filed or forwarded such as ticket batching.   ,30.0,48.5452022,-58.5871146
Barista,Jumping Bean Coffee Company,"Gander, NL",15.0,Part-time,"Application deadline: 2023-10-31. Gander, NL: reliably commute or plan to relocate before starting work (required). Making hand crafted drinks and food.   ",5.0,48.9592291,-54.6187879
Medical Records Technician IA,NL Health Services,"Remote in St. John's, NL",24.98,Full-time,"NL Health Services is responsible for delivering health and community services to more than 528,000 people living in Newfoundland and Labrador and employs over…  ",17.0,47.5614705,-52.7126162
Campus Representative,The Princeton Review,"St. John's, NL",19.0,Part-time,"Familiar with a variety of social media channels and experience with social media promotion. Every year, it helps millions of students bound for college and…   ",30.0,47.5614705,-52.7126162
Companion Care Attendant (Full-time or Part-time),Tiffany Village Retirement Residence Partnership,"St. John's, NL",16.8,"Full-time
+1",Previous experience working in the field of seniors’ care/living and persons with disabilities is preferred. Current first aid with CPR and AED.   ,3.0,47.5614705,-52.7126162
OH&S SAFETY TRAINING INSTRUCTOR,Well Control Group,"Hybrid remote in Mount Pearl, NL",50.0,Full-time,"Are you Certified to teach any OHS Safety courses under Workplace NL or other? Providing safety training instruction in Fall protection, Confined Space, Powered…  ",18.0,47.5239607,-52.811664
Information Analyst and Assistant Board Secretary,Board of Commissioners of Public Utilities,"St. John's, NL",60.0,Full-time,"Develop, implement, update, administer and monitor information management programs, protection policies and procedures for the Board which ensures the creation,…",4.0,47.5614705,-52.7126162
Agent du service à la clientèle,PAL Airlines,"St. Anthony, NL",1.0,Full-time,"Aider les clients dans toutes les phases de leur réservation, enregistrement et l'embarquement et de processus de planification des activités conformément à…   ",30.0,51.3653968,-55.5919335
Office Manager,Bugden Signs Limited,"St. John's, NL",42.0,"Full-time
+1","Serve as first point of contact for the company through telephone calls, email correspondance, and receiving vistiors at the office.  ",4.0,47.5614705,-52.7126162
Simulator Technician I,CAE,"Mount Pearl, NL",,Full-time,"2-year technical degree or equivalent related training. If you’d like more information about your EEO rights as an applicant under the law, please click here…   ",30.0,47.5239607,-52.811664
kitchen helper,MILA FOODS INC,"Goulds, NL",14.5,"Full-time
+1","Education: Secondary (high) school graduation certificate. Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas.  ",30.0,47.4582163,-52.7732864
Inspirator (Health Coach) - Atlantic Canada,Newtopia Inc,"Remote in St. John's, NL",,Full-time,"We're passionate about helping our participants develop sustainable healthy habits based on who they are, so they can feel their best and start living their…   ",30.0,47.5614705,-52.7126162
